GEOID,dac_status,nearest_sta_miles,second_nearest_sta_miles,stas_05mi,stas_10mi,stas_20mi,stas_55mi,stations,bg_sta1d,bg_sta2d
060014068004,not DAC status,3.546902576117707,5.8909513228208255,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014069001,not DAC status,4.157253065093101,6.501301811796219,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014069002,not DAC status,4.2434460688903295,6.587494815593447,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014069003,not DAC status,3.766880048615095,6.110928795318213,1,2,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014070001,not DAC status,3.705161678014875,6.049210424717993,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014070002,not DAC status,3.886469488594108,6.230518235297225,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014070003,not DAC status,4.149191528761143,6.493240275464261,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014070004,not DAC status,4.1790422750298,6.5230910217329185,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014070005,not DAC status,3.861256205378059,6.205304952081177,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014071011,not DAC status,3.993267596367077,6.1571761051734075,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014071012,not DAC status,4.256327297859614,6.420235806665945,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014071021,not DAC status,4.382400483985024,6.5483452594022635,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014071022,not DAC status,4.031202919750162,6.195111428556492,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014071023,not DAC status,4.035556153581007,6.199464662387338,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014071024,not DAC status,4.372869947974015,6.533956689343099,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014072001,75-80%,4.260795789046834,6.1524504350483395,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014072002,75-80%,3.9581938303807935,5.993885961128766,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014072003,75-80%,3.664596528375598,5.8285050371819285,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014072004,75-80%,3.8710641900671403,5.76604586808046,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014073001,90-95%,5.213449730528979,6.879333765828812,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014073002,90-95%,5.448895385846584,7.134786333071981,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014074001,75-80%,4.816827795916506,6.7905058761789405,1,3,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014074002,75-80%,4.601945154624873,6.5520303085153495,1,3,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014074003,75-80%,4.469930368382882,6.336337579432409,1,3,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014075001,not DAC status,5.3535193382050625,7.327197418467498,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014075002,not DAC status,5.478279066579171,7.232722645446819,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014075003,not DAC status,5.124663616812028,7.098341697074463,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014076001,not DAC status,4.082365010982167,6.4264137576852844,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014076002,not DAC status,4.374653568196098,6.718702314899215,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014076003,not DAC status,4.868445196210731,6.997524244141873,1,3,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014076004,not DAC status,4.614091962379884,6.743171010311028,1,3,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014076005,not DAC status,4.383442087277498,6.544528828646582,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014077001,not DAC status,5.10346123182566,7.447509978528777,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014077002,not DAC status,5.127773554419686,7.256852602350828,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014077003,not DAC status,4.015822722424954,6.359871469128071,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014077004,not DAC status,4.635136062361476,6.979184809064593,1,3,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014078001,not DAC status,5.25630362368345,7.600352370386565,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014078002,not DAC status,4.1228076395919215,6.466856386295039,1,3,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014078003,not DAC status,3.826767996056794,6.170816742759912,1,2,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014079001,not DAC status,5.027972576580157,7.372021323283274,0,2,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014079002,not DAC status,4.419347305075201,6.763396051778318,1,3,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014079003,not DAC status,4.039492688884305,6.383541435587423,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014080001,not DAC status,4.426887179710092,6.554303383349738,1,2,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014080002,not DAC status,4.405306148246474,6.749354894949593,1,2,5,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014081001,not DAC status,6.477240839422761,8.66953093444719,0,2,5,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014081002,not DAC status,5.981518035106649,8.325566781809767,0,2,5,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014081003,not DAC status,8.374795757050993,10.547321509440426,0,1,5,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060014081004,not DAC status,7.053657338589235,9.397706085292354,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014082001,not DAC status,5.215478895787505,7.559527642490623,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014082002,not DAC status,5.62576788562119,7.9698166323243065,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014082003,not DAC status,5.240195746317708,7.584244493020824,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014083001,not DAC status,5.526424169419345,7.870472916122464,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014083002,not DAC status,6.0270900922213695,8.371138838924487,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014083003,not DAC status,6.094792160092659,8.162393170893777,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014083004,not DAC status,6.252752359097634,8.004432971888802,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014083005,not DAC status,5.962329473525495,8.294855857460941,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014084001,not DAC status,5.920046737996767,8.264095484699885,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014084002,not DAC status,5.994230451201126,7.919311125576696,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014084003,not DAC status,6.444479207420032,7.812967841994607,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014085001,not DAC status,5.870671397810699,8.214720144513816,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014085002,not DAC status,6.079715007775654,7.824990119147824,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014085003,not DAC status,6.718122265900185,7.7607212056425725,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014085004,not DAC status,6.443274444770966,7.831274377149886,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014085005,not DAC status,6.204004731144033,8.13304140672319,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014086001,not DAC status,5.528751922490217,7.872800669193334,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014086002,not DAC status,5.626785608488834,7.970834355191952,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014086003,not DAC status,6.148140267583708,8.170880951383747,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014086004,not DAC status,5.985270838123183,7.739714416990831,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014087001,not DAC status,4.997190845627747,7.341239592330864,1,3,6,16,20,Nearest station within 5 miles,Second-nearest station 5-10 miles away
060014087002,not DAC status,5.486588746573374,7.825991355668218,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014087003,not DAC status,5.930890086100775,7.734306767194271,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014087004,not DAC status,5.496935782997082,7.25137936186473,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014087005,not DAC status,5.513162404181341,7.497648018581148,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014087006,not DAC status,5.477046234009065,7.616414241240356,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014088001,95-100% (highest scores),6.3459948994814,8.100438478349048,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014088002,95-100% (highest scores),5.940705686169442,7.606589721469275,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014088003,95-100% (highest scores),5.904381395050516,7.658824973918164,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014088004,95-100% (highest scores),5.546436140127093,7.2481715956811765,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014089001,85-90%,7.5424655428287855,8.591128294768227,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014089002,85-90%,7.628908328898437,8.677571080837879,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014090001,95-100% (highest scores),7.254514817503761,7.485313875683328,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014090002,95-100% (highest scores),5.8873384427399795,7.563452431062904,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014090003,95-100% (highest scores),7.06238536596471,7.952230244813531,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014090004,95-100% (highest scores),8.632027252515451,9.261118161533677,0,2,5,16,19,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014091001,95-100% (highest scores),6.999273981827822,7.816028617814254,0,3,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014091002,95-100% (highest scores),6.788009493464221,7.922781438336596,0,3,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014092001,90-95%,6.787209305210907,8.02809329443117,0,3,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014092002,90-95%,6.78783119575817,8.027471403883906,0,3,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014093001,80-85%,6.603928546618008,7.670620275302843,0,3,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014093002,80-85%,6.497310476148169,8.13766863864238,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014093003,80-85%,6.712490118436741,7.600573911581134,0,3,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014093004,80-85%,6.389211839786864,7.9238521902310115,0,3,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014094001,85-90%,6.843121782746203,7.4314270391746495,0,3,7,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014094002,85-90%,7.080275888211827,7.232788141806048,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014094003,85-90%,7.098718797671576,7.175830024249276,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014095001,90-95%,6.627539569803867,7.685524460214008,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014095002,90-95%,6.771913977333965,7.502634844586886,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014095003,90-95%,6.972162733552871,7.302386088367981,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014096001,not DAC status,6.483339078980979,7.859229921460164,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014096002,not DAC status,6.997313886909741,7.344341293718374,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014096003,not DAC status,7.0613686132779,7.403808232608319,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014096004,not DAC status,7.219935736446876,7.237763456488916,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014096005,not DAC status,6.7939407115712545,7.484032113205334,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014097001,not DAC status,6.635275168681779,7.621910162304658,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014097002,not DAC status,6.883952828111068,7.029588748666756,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
060014097003,not DAC status,6.694097296272384,7.219444280505439,0,3,6,16,20,Nearest station 5-10 miles away,Second-nearest station 5-10 miles away
